company-externalId,company-name,company-locationName,company-locationCountry,company-locationZipCode,company-phone,company-website,company-document,company-note
112186-5401-746,CTN Communications,England,,WC2N 4BE,+4402 073 954460,://www.ctn.co.uk/flash.asp,,"Description: Over the past few years, the development of the technologies we use – and our ability to make creative and effective use of them – has seen us grow into a team of more than 40 people.
We come from the worlds of television and radio, marketing and internal communications, web design and programming, graphic design and event management, investor relations and media planning. We bring all sorts of skills and ideas.

"
112188-5182-12111,Spirit Advertising (Beirut),Lebanon,,,+961 1 333 991,,,
112208-9576-14289,Wasaby,France - France,FR,91893,0180750370,http://www.wasaby.fr/,,
112230-3019-15104,Neopost,France,,92220,0145367654,http://www.neopost.com/,,
112301-5141-8309,Uzik,,,750110,+33 1 40 26 75 33,http://www.uzik.com/,,"Description: around 25 pers
"
112309-9009-7221,ASOS,,,NW1 7FD,02077561000,www.asos.com,,
112387-5483-8263,Duke London,,,,,,,
112549-1706-15191,William Reed Business Media Ltd.,England,,BN1 9RH,+44(0)1293613400,,,
112628-4197-10350,90:10 Group,,,W1T 1DU,,www.ninety10group.com,,"Description: 90:10 is all about adapting business to the networked world. 90:10 enables efficiency, innovation and transformation through social technologies. 
We believe a business that operates without a comment box, operates broken. 

That is, a business that fails to open up to the riches it could share in through the feedback loops, real-time co-creation and wikifixing of the power of the network is a business that is in peril - at risk of being disrupted and defeated by those that are. 

Next to those from the self-organised, open future, it is broken. 

90:10 is all about fixing that. 

More: http://fasterfuture.blogspot.com/2009/11/9010-open-for-business.html
Specialties
social technology, management consultancy, organisational change, change management, brand development, marketing 

"
112765-5016-15148,Berkeley PR Reading,England,,RG7 4SA,01189090909,,,
112810-2426-9326,Aegis Net - International Network for Health Care Research,,,,,http://www.aegisnet.org/,,
112852-7769-6312,Galen Limited,,,,,www.galen.co.uk,,
113035-5113-6325,Financial Dynamics Dubai,,,,+9714 332 8832,www.fd.com ,,
113112-1395-885,Wellmark Communications,,,PO BOX 500498,+9714 3671144 ,,,
113133-9863-8142,Spencer Du Bois,England,,EC1R 4RP,020 7843 0030,http://www.spencerdubois.co.uk/#,,"Description: they are only 11
specialise in non-profit organisations
they are mainly designers and Max and Ben deal with strategy
bring in external consultants to do strategy
dont really have strategists or client managers
"
113225-3218-13193,151 Products,,,,+44 (0) 0161 228 3939,,,
113273-1480-6200,Challenger House,,,,,,,
113309-3177-15280,Kayo,France,,76000,0278775000,,,
113451-2953-15170,Belle PR,England,,SW6 4LS ,02074718730,http://www.bellepr.co.uk/,,
113638-9690-12214,Sid Lee,France - France,FR,75002,+33(1)44.88.83.90,,,
113671-5615-12327,Ambulance Service Network,,,,020 7799 6666,,,
113707-6098-9326,Avalon Health Solutions,USA,,,,http://www.avalonhealthsolutions.com/,,
113806-9591-1174,Ifop 2,,,75013 ,(33) 01.45.84.14.44,http://www.ifop.com,,
113838-4960-710,Sisley,,,,0207 591 6380,,,
113969-3522-13183,SAP - China,China - China,CN,100025,86106589-8888,,,
114044-6670-10194,Corporate Citizenship,,,WC1V 7QG,020 7861 1616,,,
114069-5015-845,Family Advertising,Scotland,,,,,,
114135-3773-6312,Glide Pharma,,,,,www.glidepharma.com,,
114137-9551-16102,System Sync Solutions,England - United Kingdom,GB,SW6 3BU,08450532975,https://www.pensionsync.com,,
114142-1430-754,Public Affairs Cymru,,,OX13 6AD,01235 861166,http://www.wrvs.org.uk/,,
114205-4129-6242,Amadeus,,,,01 41 33 83 00 ,http://www.amadeus.fr,,
114298-5397-13189,Michon,England,,NG12 2AA,0115 933 1000,,,
114314-6980-793,Median Recruitment,,,,0207 267 0555,http://www.mediarecruitment.co.uk/,,
114403-1075-95,Agorad,,,75009 PARIS,01.42.96.03.13,,,"Description: Agorad, est une agence média spécialisée dans les problématiques e-commerce, et plus spécifiquement dans la maîtrise des coûts d’acquisition. Composée d’une équipe d’une vingtaine d’experts du conseil stratégique, de l’achat d’espace, du search et du marketing à la performance, Agorad intègre de manière transversale les différents leviers de recrutement on-line et vous accompagne dans l’élaboration et la mise en œuvre de vos stratégies interactives.

"
114623-3318-8114,J & M Management Consulting,,,,,,,
114749-9675-13196,State Oil,England,,KT13 0TJ.,+44 (0) 1932 269 999,,,
114754-9241-12290,Eight and Four,England,,,020 7087 1284,,,
114809-1683-6327,Al Ain Advertising (Abu Dhabi),,,,,,,
114837-6730-12291,PD3,England,,,020 7729 3003,,,
114841-3674-12103,Ramsey Health Care UK,England,,EC2M 1SB,(0) 207 847 2850,,,
114842-4960-15104,Football Radar,England - United Kingdom,GB,W14 0RN,,http://www.footballradar.com/,,
114993-1901-1336,Chivas Brothers,,,,+44 (0)20 8250 1000,,,
114999-4817-7218,V Water,,,,0207 748 7000,http://www.vwater.com/,,
115020-5656-10106,Scribble,,,BN1 4AT,0845 871 8011 ,,,
115027-3970-16348,The Tree,England,,E2 7PR,02032220077,http://thisisthetree.com/,,
115049-4530-1331,National Deaf Children's Society,,,EC1Y 8UR,020 7490 8656,,,
115114-5229-6179,Connected Group,,,,,www.connectedgroup.com,,
115231-5160-15218,Mutt,France - France,FR,75011,+33184173939,,,
115313-6395-12216,National Housing Federation,England,,,,,,
115341-8562-13189,Greenwich Design,,,SE10 8NJ,020 885 33028,,,
115459-5691-1288,Qatargas (Qatar),Qatar,,,+974 4473 6000,,,
115540-5478-16323,Epiphyte,,,,,,,
115557-3300-16224,Abaka & Co,France - France,FR,75011,0143739953,,,
115587-9921-11196,TF6 Serie club,France - Paris,,,,,,
115612-3068-6327,IKON Advertising & Marketing Services FZ LLC (Dubai),United Arab Emirates,,,00971 439 13351,,,
115677-6035-10145,Diffusion Media Group,,,E2 7JP,,www.diffusionmediagroup.com,,
115769-9873-15236,Ebiquity  Newcastle upon Tyne,England,,NE12 8BS,02076509600,,,
115796-7007-7163,Laurent Guyot & Co,,,,01533 257 04,,,"Description: Agence de relations publiques. 
"
115811-6204-13172,IG Group,England,,,2078960011,,,
116042-7819-9112,Mere PR,,,WA15 9PA,0161 929 8700,,,
116138-2221-12216,Majordomo,England,,,084 5519 4090,,,
116277-8414-857,ViroPharma Europe,,,,,,,
116381-3265-8162,British Insurance Brokers' Association,,,,,,,
116434-8195-1541,Ford France,France - France,FR,78122,+33161016101,,,
116435-3091-13197,Dunbia,Northern Ireland,,,+44 (0) 2887 723350,,,
116473-2815-15196,Interbrand NY,United States of America,,10001,+12127987500,,,
11649/217,Catalyst Communications International Ltd,International,,SL6 1NJ,08452 263036,,,"Description: Technology PR
"
116628-9909-15330,InnerWorkings EMEA,England,,WD6 1RN,+44(0)8452022388,,,
116635-6791-7120,biologie industrie,,,,01417 205 30,http://www.biologieindustrie.com/,,
116724-8923-5179,Hill + Knowlton Strategies,France,,92522,+331 41 05 44 00,www.hillandknowlton.fr,,"Description: Pas de pole communication financiere

agence nom: THOMPSONCORP
Hill & Knowlton fait partie du groupe WPP, l’un des plus grands groupes mondiaux de communication. Le champ d’intervention du groupe couvre sept secteurs de la communication :

Publicité 
Achat d’espace 
Information et conseil 
Relations publiques et affaires publiques 
Marketing relationnel 
Multimédia 
Branding & identité visuelle 

Industrie, Telecom/High Tech, produits grande consommation, agro-alimentaire, services aux entreprises, banque/assurance, distribution,santé & hygiène...

03/02 Hill & Knowlton, agence internationale de conseil en communication et relations publiques recherche un(e) Directeur(trice) de Clientèle. Interlocuteur privilégié d’un client leader dans le secteur du loisir numérique, vous avez une réelle capacité de conseil alliée à des qualités de manager. Votre parfaite maîtrise du métier, vous permet de participer à l’élaboration du plan de communication et d’en assurer sa mise en œuvre avec une équipe. Enthousiaste, impliqué(e), dynamique et rigoureux(se), vous faites preuve d’autonomie et de force de conviction. Parfaitement bilingue anglais, vous avez une expérience d’au moins 5 ans acquise en agence, ou en entreprise, et vous êtes disponible rapidement.
HILL & KNOWLTON
Isabelle Passedouet- tél : 01 41 05 44 36 - fax : 01 41 05 44 02
155, rue Anatole France
92593 LEVALLOIS PERRET CEDEX
isabelle.passedouet@hillandknowlton.com

Attaché(e) de Presse Technologies
14/05 Pour soutenir son développement, Hill & Knowlton, agence internationale de conseil en communication et relations publiques recherche un(e) attaché(e) de presse Technologies. Parfaitement bilingue anglais, vous avez une expérience de 4 ans ou plus, acquise en agence sur des problématiques technologies (réseaux, logiciels BtoB, télécoms). Vous avez une réelle capacité de conseil alliée à une parfaite maîtrise des relations presse. Enthousiaste, impliqué(e), dynamique et rigoureux(se), vous faites preuve d’autonomie et de force de conviction, tant vis-à-vis des journalistes que des clients dont vous avez la responsabilité. Goût du travail en équipe et culture du résultat vous caractérisent. Merci d’adresser votre CV accompagné d’une lettre de motivation. 
Hill & Knowlton
Isabelle Passedouet- tél : 01 41 05 44 14 - fax : 01 41 05 44 02
155, rue Anatole France
92593 Levallois-Perret cedex
isabelle.passedouet@hillandknowlton.com

"
116794-8873-15112,Mobelite,France,,75011,0182831190,,,
116992-5841-689,Psyma,,,SE1 8UL,+44 207 902 1160,,,
117023-7716-14262,Hourra Models Groupe,France - France,FR,69006,0478890104,www.hourra.net,,
117028-3548-13135,Green Lantern Group,England,,,020 7164 2116,www.greenlanterngroup.co.uk,,
117032-6703-610,Charles McKenzie Associates,,,EC2M 5UU,020 7448 5005,http://www.cmrecruit.com,,"Description: Has an office based in Loughton where the role will be based however they have a London office where candidates can be interviewed on London Wall.  Will look at people with any sort of recruitment experience.

"
117037-6744-1785,Tawazun,United Arab Emirates,,971,0097126160000,www.tawazun.ae,,
117069-1835-5222,right angle learning,England,,W6 0RR,020 8846 3171,www.rightangle-learning.com,,"Description: ex avenue people set this agency up in 2003, 7 people working there (sept 2005)

Type of Work:
 AstraZeneca
 British Society for Sexual Medicine
 British Uro-oncology Group (BUG)
 Idenix
 Merck & Co Inc
 Merck Santé
 Pfizer
 Prostate Research Campaign UK
 Royal Brompton Hospital
 Royal College of Nursing
 Servier




"
117095-1557-8102,BIBA Medical,,,,,,,
11711/106,Norman Broadbent,,,,0207 484 0000,www.normanbroadbent.com,,"Description: Hayley Rice

MSN Recruitment Manager

Microsoft UK Recruitment Team
Direct: +44 (0)207 434 6462
Mobile: +44 (0)7880 787 440

Recruitment Hotline: +44 (0)118 909 3555

Visit our Recruitment website at www.microsoft.com/uk/jobs

"
117122-6336-8205,Cubitt Jacobs & Prosek,United States of America,,NY 10118 ,212 279 3115,www.cjpcom.com,,
117151-1946-1678,WeStore,"London, United Kingdom",,,,,,
117151-8232-6131,Agence Verte,,,,01 49 29 44 02,,,
117281-9304-765,I&E Paris pole Santé,,,75011,+331 56 03 12 12,,,
117438-7067-15301,Savoir Faire Linux,France,,75003,0972468980,,,
117503-8568-7157,Permira,England,,,,http://www.permira.com/en/index.html,,
117504-5588-6328,Praxis Advertising (Dubai),,,,00971 429 54014,,,
117512-7252-1493,Network Career Consultants,England,,W1W 7JS,02075805151,http://www.networkdesign.cc/,,"Description: Internal Rec- People have/to contact 

Anthony Gregson	Senior Consultant - Digital / Creative	contacted- 31.3.14	anthony.gregson@network.cc		
Maria Julienne	Head of Client Services		maria.julienne@network.cc		

"
117554-5705-851,Consumer Focus - formerly National Consumer Council,England,,,0207 7303 469,,,"Description: Consumer Focus is the new statutory consumer body created from the merger of the National Consumer Council, Energywatch and Postwatch.


Thursday, 7 August 2008 
The new body being set up by the government to fight for the rights of consumers will be called Consumer Focus.
Consumer Focus will start work on 1 October. It will be formed through the merger of the National Consumer Council, energywatch and Postwatch, creating a more powerful consumer champion, with stronger statutory powers and a wider remit.
Consumer Affairs Minister Gareth Thomas said: ""One body, rather than three, means a stronger voice fighting for consumers. It means a joined up and co-ordinated approach to tackling problems, rather than the old fragmented system.""
""These difficult economic times make Consumer Focus even more important. I'm sure it will campaign hard for better deals for consumers and do all it can to help people through this period of uncertainty.""

"
117567-3333-15173,Something Blue PR,England - United Kingdom,GB,GU5 9EW,07730530942,somethingbluepr.co.uk,,
117665-6154-6243,Westbury Communications,,,SW6 2AG,0207 751 9170,www.westburycom.co.uk ,,
117986-8144-13304,adam&eveDDB,,,,,,,
118107-2346-1399,Initiative UK,,,,02076637000,,,
118193-4927-7185,SV Life Sciences Advisers LLP,,,,,http://www.svlsa.com/,,
118253-3600-1530,McKesson Specialty Health,United States of America,,CA 94105,+1415-983-8300,,,
118254-4525-11307,Spinal Injuries Association,England,,,01908 604 191,,,
118288-4736-1491,Dolce & Gabbana 2,England,,,,,,
118509-4556-7101,five,,,,+4402 075 505550,,,
118592-1090-970,TBWA Saudi,,,,,,,
118600-3324-8211,International Media Services,United Arab Emirates,,, +971 4 3459804 ,,,
118786-4188-6320,Shiloh Healthcare Ltd,,,,01616 245 641,,,
118811-9881-15191,Coast Digital,England,,CO3 0NU,08454502086,,,
118921-9951-13206,Cognifide,United Kingdom,GB,EC1R 5BL,020 3475 7200,http://www.cognifide.com,,
119079-1020-8183,Brand Environment,,,EC1V 9HL,020 75660920,http://www.be-uk.com/index.html,,"Description: 2d & 3d
8 of them
 looking for med weight project manager
& senior NBD/strategy consultant
"
119082-8867-14195,Verint Systems Inc.,England,,KT13 0HR,44-1932-839-500,,,
119154-6811-13193,Zenith International,England - United Kingdom,GB,BA1 2AB,+44 (0) 1225 327900,,,
119172-3287-13133,ACE Insurance,England,,EC3A 3BP,,www.acegroup.com,,
