position-title,job_no,cli_no,Cont_externalID,position-startDate,position-type,position-owner,position-headcount,position-note,position-actualSalary,salary_to,position_currency,position-contractLength,position-payRate
National Accounts Relationship Manager,238,13,-99913,15-Feb-2005,PERMANENT,GD ,1,"External_ID: 238
Job Status: FILLED
Status_Date: 2005-04-07
Benefits: ",35000,40000,Sterling,1,F
Broker Consultant,239,13,-99913,21-Feb-2005,PERMANENT,GD ,1,"External_ID: 239
Job Status: STOP
Status_Date: 2005-09-14
Benefits: ",22000,27000,Sterling,1,F
IFA,240,930,1548,22-Feb-2005,PERMANENT,JW ,1,"External_ID: 240
Job Status: STOP
Status_Date: 2005-02-22
Benefits: ",0,0,Sterling,1,F
2-IFA,241,930,1548,22-Feb-2005,PERMANENT,JW ,1,"External_ID: 241
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",30000,35000,Sterling,1,F
Senior Broker Consultant,242,33,228,23-Feb-2005,PERMANENT,GD ,1,"External_ID: 242
Job Status: FILLED
Status_Date: 2005-10-11
Benefits: ",32000,33000,Sterling,1,F
Paraplanner,243,122,1595,23-Feb-2005,PERMANENT,JW ,1,"External_ID: 243
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,244,27,-99927,25-Feb-2005,PERMANENT,GD ,1,"External_ID: 244
Job Status: FILLED
Status_Date: 2005-06-14
Benefits: ",28000,32000,Sterling,1,F
Pensions Specialist,245,27,-99927,2-Mar-2005,PERMANENT,GD ,1,"External_ID: 245
Job Status: FILLED
Status_Date: 2005-05-17
Benefits: ",36000,39000,Sterling,1,F
Tax & Trust Specialist,246,33,1354,2-Mar-2005,PERMANENT,GD ,1,"External_ID: 246
Job Status: STOP
Status_Date: 2005-04-11
Benefits: ",40000,45000,Sterling,1,F
Financial Planning Consultant,250,93,-99993,7-Mar-2005,PERMANENT,JW ,1,"External_ID: 250
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",35000,45000,Sterling,1,F
Senior Broker Consultant,251,50,1662,9-Mar-2005,PERMANENT,GD ,1,"External_ID: 251
Job Status: STOP
Status_Date: 2005-04-11
Benefits: ",30000,35000,Sterling,1,F
IFA,253,438,1194,10-Mar-2005,PERMANENT,JW ,1,"External_ID: 253
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Broker Consultant,254,28,314,11-Mar-2005,PERMANENT,GD ,1,"External_ID: 254
Job Status: FILLED
Status_Date: 2005-06-14
Benefits: ",22000,28000,Sterling,1,F
Assistant Branch Manager,256,28,-99928,15-Mar-2005,PERMANENT,GD ,1,"External_ID: 256
Job Status: FILLED
Status_Date: 2005-09-06
Benefits: ",35000,40000,Sterling,1,F
Senior Broker Consultant,259,27,-99927,18-Mar-2005,PERMANENT,GD ,1,"External_ID: 259
Job Status: FILLED
Status_Date: 2005-06-14
Benefits: ",25000,30000,Sterling,1,F
Senior Busines Review,260,149,1738,18-Mar-2005,PERMANENT,JW ,1,"External_ID: 260
Job Status: LOST
Status_Date: 2006-10-05
Benefits: ",25000,38000,Sterling,1,F
Business Review,261,149,1738,18-Mar-2005,PERMANENT,JW ,1,"External_ID: 261
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Endowment Complaint Handler,262,149,1738,18-Mar-2005,PERMANENT,JW ,1,"External_ID: 262
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Compliance Consultant,265,149,1716,22-Mar-2005,PERMANENT,AB ,1,"External_ID: 265
Job Status: STOP
Status_Date: 2009-08-18
Benefits: TBC",40000,50000,Sterling,1,F
Senior Broker Consultant,271,49,-99949,4-Apr-2005,PERMANENT,GD ,1,"External_ID: 271
Job Status: FILLED
Status_Date: 2005-05-24
Benefits: ",30000,35000,Sterling,1,F
Senior Broker Consultant,272,19,-99919,4-Apr-2005,PERMANENT,GD ,1,"External_ID: 272
Job Status: FILLED
Status_Date: 2005-05-19
Benefits: ",25000,28000,Sterling,1,F
Senior Broker Consultant,273,13,657,4-Apr-2005,PERMANENT,GD ,0,"External_ID: 273
Job Status: STOP
Status_Date: 2007-01-17
Benefits: ",24000,28000,Sterling,1,F
IFA,274,495,3000,5-Apr-2005,PERMANENT,JW ,11,"External_ID: 274
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Business Review,275,169,-999169,6-Apr-2005,PERMANENT,AB ,1,"External_ID: 275
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",20000,25000,Sterling,1,F
Admin,276,95,-99995,6-Apr-2005,PERMANENT,JW ,1,"External_ID: 276
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Admin,276,95,1814,6-Apr-2005,PERMANENT,JW ,1,"External_ID: 276
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Paraplanner,277,95,1814,6-Apr-2005,PERMANENT,JW ,1,"External_ID: 277
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Paraplanner,277,95,-99995,6-Apr-2005,PERMANENT,JW ,1,"External_ID: 277
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,278,28,1251,6-Apr-2005,PERMANENT,GD ,1,"External_ID: 278
Job Status: FILLED
Status_Date: 2005-07-26
Benefits: ",30000,34000,Sterling,1,F
Investment Manager,279,170,1818,7-Apr-2005,PERMANENT,AB ,1,"External_ID: 279
Job Status: STOP
Status_Date: 2009-01-07
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,280,50,1662,7-Apr-2005,PERMANENT,GD ,1,"External_ID: 280
Job Status: STOP
Status_Date: 2005-06-14
Benefits: ",30000,35000,Sterling,1,F
Senior Broker Consultant,281,30,858,7-Apr-2005,PERMANENT,GD ,1,"External_ID: 281
Job Status: FILLED
Status_Date: 2005-08-02
Benefits: ",27000,30000,Sterling,1,F
Senior Broker Consultant,284,27,1386,8-Apr-2005,PERMANENT,GD ,1,"External_ID: 284
Job Status: FILLED
Status_Date: 2005-04-26
Benefits: ",27000,30000,Sterling,1,F
Trainer,285,172,1828,11-Apr-2005,PERMANENT,JW ,1,"External_ID: 285
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
IFA,286,59,1054,11-Apr-2005,PERMANENT,JW ,1,"External_ID: 286
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Consultant,287,174,4068,12-Apr-2005,PERMANENT,JW ,1,"External_ID: 287
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",40000,50000,Sterling,1,F
FPM,288,93,-99993,12-Apr-2005,PERMANENT,JW ,1,"External_ID: 288
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Business Review,289,172,1828,13-Apr-2005,PERMANENT,JW ,1,"External_ID: 289
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,290,13,657,18-Apr-2005,PERMANENT,GD ,1,"External_ID: 290
Job Status: FILLED
Status_Date: 2005-06-14
Benefits: ",22000,28000,Sterling,1,F
Senior Broker Consultant,292,20,-99920,25-Apr-2005,PERMANENT,GD ,1,"External_ID: 292
Job Status: STOP
Status_Date: 2005-04-29
Benefits: ",30000,35000,Sterling,1,F
Broker Consultant,294,27,-99927,26-Apr-2005,PERMANENT,GD ,1,"External_ID: 294
Job Status: STOP
Status_Date: 2005-06-14
Benefits: ",25000,30000,Sterling,1,F
Senior Broker Consultant,298,25,-99925,28-Apr-2005,PERMANENT,GD ,1,"External_ID: 298
Job Status: FILLED
Status_Date: 2005-07-20
Benefits: ",28000,32000,Sterling,1,F
Senior Broker Consultant,302,25,-99925,16-May-2005,PERMANENT,GD ,1,"External_ID: 302
Job Status: FILLED
Status_Date: 2005-07-20
Benefits: ",32000,35000,Sterling,1,F
Senior Broker Consultant,306,243,2195,20-May-2005,PERMANENT,GD ,1,"External_ID: 306
Job Status: FILLED
Status_Date: 2005-07-21
Benefits: ",40000,45000,Sterling,1,F
Account Manager - Banks And Nationals,307,49,-99949,24-May-2005,PERMANENT,GD ,1,"External_ID: 307
Job Status: FILLED
Status_Date: 2005-07-20
Benefits: ",35000,35000,Sterling,1,F
Broker Consultant,311,54,752,27-May-2005,PERMANENT,GD ,1,"External_ID: 311
Job Status: FILLED
Status_Date: 2005-06-28
Benefits: ",24000,28000,Sterling,1,F
2-Broker Consultant,312,54,752,27-May-2005,PERMANENT,GD ,1,"External_ID: 312
Job Status: FILLED
Status_Date: 2005-07-20
Benefits: ",24000,28000,Sterling,1,F
Financial Planning Manager,313,99,2717,31-May-2005,PERMANENT,JW ,1,"External_ID: 313
Job Status: FILLED
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,316,28,314,8-Jun-2005,PERMANENT,GD ,1,"External_ID: 316
Job Status: FILLED
Status_Date: 2005-09-15
Benefits: ",25000,35000,Sterling,1,F
Senior Broker Consultant,321,19,-99919,10-Jun-2005,PERMANENT,GD ,1,"External_ID: 321
Job Status: FILLED
Status_Date: 2005-12-12
Benefits: ",25000,30000,Sterling,1,F
Senior Broker Consultant,323,28,2344,10-Jun-2005,PERMANENT,GD ,1,"External_ID: 323
Job Status: FILLED
Status_Date: 2005-08-03
Benefits: ",24000,34000,Sterling,1,F
IFA,324,271,1137,13-Jun-2005,PERMANENT,JW ,1,"External_ID: 324
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Business Development Manager,328,276,-999276,15-Jun-2005,PERMANENT,GD ,1,"External_ID: 328
Job Status: FILLED
Status_Date: 2005-07-20
Benefits: ",31000,35000,Sterling,1,F
Regional Training & Development Supervisor,331,81,2019,21-Jun-2005,PERMANENT,JW ,1,"External_ID: 331
Job Status: FILLED
Status_Date: 2006-10-05
Benefits: ",25000,30000,Sterling,1,F
Senior Broker Consultant,332,30,-99930,22-Jun-2005,PERMANENT,GD ,1,"External_ID: 332
Job Status: FILLED
Status_Date: 2005-08-03
Benefits: ",28000,31000,Sterling,1,F
Senior Broker Consultant,333,48,-99948,24-Jun-2005,PERMANENT,GD ,1,"External_ID: 333
Job Status: FILLED
Status_Date: 2005-12-15
Benefits: ",32000,40000,Sterling,1,F
IFA,334,279,2434,24-Jun-2005,PERMANENT,JW ,1,"External_ID: 334
Job Status: LOST
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,337,24,-99924,29-Jun-2005,PERMANENT,GD ,1,"External_ID: 337
Job Status: FILLED
Status_Date: 2005-08-03
Benefits: ",28000,32000,Sterling,1,F
Broker Consultant,338,24,-99924,1-Jul-2005,PERMANENT,GD ,1,"External_ID: 338
Job Status: FILLED
Status_Date: 2005-11-09
Benefits: ",25000,28000,Sterling,1,F
Account Manager,339,49,-99949,1-Jul-2005,PERMANENT,GD ,1,"External_ID: 339
Job Status: STOP
Status_Date: 2005-08-02
Benefits: ",30000,35000,Sterling,1,F
Telephone Based Broker Consultant,340,54,-99954,1-Jul-2005,PERMANENT,GD ,1,"External_ID: 340
Job Status: FILLED
Status_Date: 2005-08-03
Benefits: ",17000,21000,Sterling,1,F
Account Manager,342,49,-99949,6-Jul-2005,PERMANENT,GD ,1,"External_ID: 342
Job Status: FILLED
Status_Date: 2005-09-13
Benefits: ",30000,35000,Sterling,1,F
Investment Specialist,344,53,-99953,7-Jul-2005,PERMANENT,GD ,1,"External_ID: 344
Job Status: STOP
Status_Date: 2005-11-29
Benefits: ",40000,60000,Sterling,1,F
Telephone Based Broker Consultant,347,20,-99920,14-Jul-2005,PERMANENT,GD ,1,"External_ID: 347
Job Status: FILLED
Status_Date: 2006-01-09
Benefits: ",16000,20000,Sterling,1,F
Broker Consultant,349,49,-99949,18-Jul-2005,PERMANENT,GD ,1,"External_ID: 349
Job Status: STOP
Status_Date: 2005-09-07
Benefits: ",30000,35000,Sterling,1,F
IFA,350,299,2581,19-Jul-2005,PERMANENT,JW ,1,"External_ID: 350
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",25000,35000,Sterling,1,F
IFA,353,51,2228,20-Jul-2005,PERMANENT,JW ,1,"External_ID: 353
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Business Development Managers,354,53,-99953,25-Jul-2005,PERMANENT,GD ,1,"External_ID: 354
Job Status: STOP
Status_Date: 2005-11-29
Benefits: ",40000,60000,Sterling,1,F
Business Development Manager - WRAP,355,53,-99953,25-Jul-2005,PERMANENT,GD ,1,"External_ID: 355
Job Status: STOP
Status_Date: 2005-11-29
Benefits: ",40000,60000,Sterling,1,F
Area Sales Manager,356,49,-99949,26-Jul-2005,PERMANENT,GD ,1,"External_ID: 356
Job Status: FILLED
Status_Date: 2005-09-05
Benefits: ",50000,50000,Sterling,1,F
Senior Consultant - Sheffield,357,20,-99920,27-Jul-2005,PERMANENT,GD ,1,"External_ID: 357
Job Status: FILLED
Status_Date: 2006-02-07
Benefits: ",35000,35000,Sterling,1,F
Senior Broker Consultant,358,20,-99920,27-Jul-2005,PERMANENT,GD ,1,"External_ID: 358
Job Status: FILLED
Status_Date: 2005-09-09
Benefits: ",35000,35000,Sterling,1,F
Senior Broker Consultant,360,27,-99927,28-Jul-2005,PERMANENT,GD ,1,"External_ID: 360
Job Status: FILLED
Status_Date: 2005-09-02
Benefits: ",28000,34000,Sterling,1,F
SIPP/ SSAS Specialist,361,314,-999314,28-Jul-2005,PERMANENT,AB ,1,"External_ID: 361
Job Status: STOP
Status_Date: 2009-08-18
Benefits: Car, Pension Etc Etc",40000,50000,Sterling,1,F
Senior Broker Consultant,362,33,-99933,29-Jul-2005,PERMANENT,GD ,1,"External_ID: 362
Job Status: FILLED
Status_Date: 2005-09-02
Benefits: ",28000,32000,Sterling,1,F
Employee Benefits Manager,364,1382,2648,3-Aug-2005,PERMANENT,AB ,1,"External_ID: 364
Job Status: STOP
Status_Date: 2009-08-18
Benefits: Substantial",0,60000,Sterling,1,F
New Business Consultant - Bham,365,315,2660,4-Aug-2005,PERMANENT,AB ,1,"External_ID: 365
Job Status: STOP
Status_Date: 2006-10-30
Benefits: 400 pm Car, Mp Matched Cont Pension, Dis",35000,35000,Sterling,1,F
Account Manager - BHM,366,49,-99949,8-Aug-2005,PERMANENT,GD ,1,"External_ID: 366
Job Status: FILLED
Status_Date: 2006-02-07
Benefits: ",30000,35000,Sterling,1,F
Account Manager,367,49,-99949,8-Aug-2005,PERMANENT,GD ,1,"External_ID: 367
Job Status: FILLED
Status_Date: 2005-09-06
Benefits: ",30000,35000,Sterling,1,F
Account Manager - Stoke,368,20,-99920,8-Aug-2005,PERMANENT,GD ,1,"External_ID: 368
Job Status: FILLED
Status_Date: 2005-11-09
Benefits: ",0,0,Sterling,1,F
Broker Consultant - Sheffield,370,49,-99949,26-Aug-2005,PERMANENT,GD ,1,"External_ID: 370
Job Status: FILLED
Status_Date: 2006-02-23
Benefits: ",30000,35000,Sterling,1,F
Senior Consultant - Sheffield,371,27,-99927,30-Aug-2005,PERMANENT,GD ,1,"External_ID: 371
Job Status: FILLED
Status_Date: 2006-01-23
Benefits: ",32000,38500,Sterling,1,F
Account Manager - Nottingham,372,49,2810,31-Aug-2005,PERMANENT,GD ,1,"External_ID: 372
Job Status: FILLED
Status_Date: 2006-10-10
Benefits: ",30000,35000,Sterling,1,F
Senior Consultant - Lincs,373,33,228,31-Aug-2005,PERMANENT,GD ,1,"External_ID: 373
Job Status: FILLED
Status_Date: 2005-11-22
Benefits: ",30000,33000,Sterling,1,F
Senior Consultant - North West,374,33,-99933,2-Sep-2005,PERMANENT,GD ,1,"External_ID: 374
Job Status: FILLED
Status_Date: 2007-06-25
Benefits: ",28000,32000,Sterling,1,F
Senior Consultant - NN / LE / BHM,376,20,-99920,12-Sep-2005,PERMANENT,GD ,1,"External_ID: 376
Job Status: FILLED
Status_Date: 2006-01-09
Benefits: ",35000,35000,Sterling,1,F
Training & Development Manager,378,81,2802,16-Sep-2005,PERMANENT,JW ,1,"External_ID: 378
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",40000,0,Sterling,1,F
Private Client Manager,379,53,2959,20-Sep-2005,PERMANENT,JW ,1,"External_ID: 379
Job Status: LOST
Status_Date: 2009-07-16
Benefits: ",23000,35000,Sterling,1,F
Consultant,381,321,-999321,20-Sep-2005,PERMANENT,JW ,1,"External_ID: 381
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",30000,500000,Sterling,1,F
Account Manager,382,50,1662,21-Sep-2005,PERMANENT,GD ,1,"External_ID: 382
Job Status: FILLED
Status_Date: 2005-10-17
Benefits: ",30000,36000,Sterling,1,F
Senior Broker Consultant,385,33,-99933,27-Sep-2005,PERMANENT,GD ,1,"External_ID: 385
Job Status: STOP
Status_Date: 2006-02-01
Benefits: ",35000,35000,Sterling,1,F
Protection Consultant,387,49,-99949,5-Oct-2005,PERMANENT,GD ,1,"External_ID: 387
Job Status: FILLED
Status_Date: 2005-12-16
Benefits: ",30000,33500,Sterling,1,F
PAM North East,388,49,2810,5-Oct-2005,PERMANENT,GD ,1,"External_ID: 388
Job Status: FILLED
Status_Date: 2007-06-25
Benefits: ",30000,35000,Sterling,1,F
IFA,389,930,1548,11-Oct-2005,PERMANENT,AB ,1,"External_ID: 389
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",30000,35000,Sterling,1,F
SIPP/SSAS Secialist,390,314,-999314,11-Oct-2005,PERMANENT,GD ,1,"External_ID: 390
Job Status: STOP
Status_Date: 2006-03-27
Benefits: Excellent Banking Bens",40000,50000,Sterling,1,F
IFA,391,412,2934,11-Oct-2005,PERMANENT,AB ,1,"External_ID: 391
Job Status: STOP
Status_Date: 2009-08-18
Benefits: Bonus Etc",30000,36000,Sterling,1,F
Senior Consultant BHM,392,20,-99920,14-Oct-2005,PERMANENT,GD ,1,"External_ID: 392
Job Status: FILLED
Status_Date: 2005-11-16
Benefits: ",35000,35000,Sterling,1,F
IFA,394,551,2962,18-Oct-2005,PERMANENT,JW ,1,"External_ID: 394
Job Status: STOP
Status_Date: 2009-07-16
Benefits: ",0,0,Sterling,1,F
Business Development Manager,395,243,2963,18-Oct-2005,PERMANENT,GD ,1,"External_ID: 395
Job Status: STOP
Status_Date: 2005-11-07
Benefits: ",50000,55000,Sterling,1,F
IFA,397,9,59,21-Oct-2005,PERMANENT,JW ,1,"External_ID: 397
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Consultant Manchester,398,25,-99925,24-Oct-2005,PERMANENT,GD ,1,"External_ID: 398
Job Status: FILLED
Status_Date: 2006-02-23
Benefits: ",0,0,Sterling,1,F
IFA - Corporate,401,89,2985,24-Oct-2005,PERMANENT,AB ,1,"External_ID: 401
Job Status: STOP
Status_Date: 2009-08-18
Benefits: ",35000,50000,Sterling,1,F
Account Manager - North,402,48,-99948,25-Oct-2005,PERMANENT,GD ,1,"External_ID: 402
Job Status: STOP
Status_Date: 2006-02-23
Benefits: ",30000,35000,Sterling,1,F
Corporate IFA,403,332,2987,25-Oct-2005,PERMANENT,JW ,1,"External_ID: 403
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Wealth Management,405,335,-999335,3-Nov-2005,PERMANENT,JW ,1,"External_ID: 405
Job Status: LOST
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,414,13,-99913,10-Nov-2005,PERMANENT,GD ,1,"External_ID: 414
Job Status: FILLED
Status_Date: 2006-02-01
Benefits: ",30000,34000,Sterling,1,F
IFA,415,328,3032,10-Nov-2005,PERMANENT,JW ,1,"External_ID: 415
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Sales Manager,419,202,3042,14-Nov-2005,PERMANENT,JW ,1,"External_ID: 419
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Broker Consultant,421,28,314,17-Nov-2005,PERMANENT,GD ,1,"External_ID: 421
Job Status: FILLED
Status_Date: 2006-02-07
Benefits: ",25000,28000,Sterling,1,F
Senior Broker Consultant North East,422,25,1334,18-Nov-2005,PERMANENT,GD ,1,"External_ID: 422
Job Status: FILLED
Status_Date: 2006-01-04
Benefits: ",30000,35000,Sterling,1,F
IFA,424,344,3081,21-Nov-2005,PERMANENT,JW ,1,"External_ID: 424
Job Status: FILLED
Status_Date: 2006-10-05
Benefits: ",25000,35000,Sterling,1,F
Broker Consultant - Linc,425,25,-99925,21-Nov-2005,PERMANENT,GD ,1,"External_ID: 425
Job Status: FILLED
Status_Date: 2005-12-13
Benefits: ",28000,32000,Sterling,1,F
Senior Broker Consultant,426,13,1064,28-Nov-2005,PERMANENT,GD ,1,"External_ID: 426
Job Status: FILLED
Status_Date: 2006-02-01
Benefits: ",25000,35000,Sterling,1,F
Account Manager,429,50,183,1-Dec-2005,PERMANENT,GD ,1,"External_ID: 429
Job Status: FILLED
Status_Date: 2006-03-27
Benefits: ",28000,32000,Sterling,1,F
Account Manager - Manchester,432,49,-99949,7-Dec-2005,PERMANENT,GD ,1,"External_ID: 432
Job Status: FILLED
Status_Date: 2006-02-23
Benefits: ",30000,35000,Sterling,1,F
New Business Corporate,433,349,3119,8-Dec-2005,PERMANENT,JW ,1,"External_ID: 433
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
IFA,435,352,-999352,15-Dec-2005,PERMANENT,JW ,1,"External_ID: 435
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,437,27,-99927,4-Jan-2006,PERMANENT,GD ,1,"External_ID: 437
Job Status: FILLED
Status_Date: 2006-03-27
Benefits: ",32000,32000,Sterling,1,F
Senior Broker Consultant,438,30,858,5-Jan-2006,PERMANENT,GD ,1,"External_ID: 438
Job Status: FILLED
Status_Date: 2006-02-01
Benefits: ",28000,30000,Sterling,1,F
Trainee,442,81,3202,12-Jan-2006,PERMANENT,JW ,1,"External_ID: 442
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,443,49,736,13-Jan-2006,PERMANENT,GD ,1,"External_ID: 443
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",30000,35000,Sterling,1,F
BDM - North West,447,20,109,19-Jan-2006,PERMANENT,GD ,1,"External_ID: 447
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",25000,35000,Sterling,1,F
BDM - Yorkshire,448,20,109,19-Jan-2006,PERMANENT,GD ,1,"External_ID: 448
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",25000,35000,Sterling,1,F
BDM - East Mid,449,20,109,19-Jan-2006,PERMANENT,GD ,1,"External_ID: 449
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",25000,35000,Sterling,1,F
BDM - BHM,450,20,109,19-Jan-2006,PERMANENT,GD ,1,"External_ID: 450
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",25000,35000,Sterling,1,F
Senior Broker Consultant,451,50,3132,19-Jan-2006,PERMANENT,GD ,1,"External_ID: 451
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",30000,35000,Sterling,1,F
BDM - North East,456,20,109,24-Jan-2006,PERMANENT,GD ,1,"External_ID: 456
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",30000,35000,Sterling,1,F
Executive Broker Consultant,460,28,314,25-Jan-2006,PERMANENT,GD ,1,"External_ID: 460
Job Status: FILLED
Status_Date: 2006-03-27
Benefits: ",32000,34000,Sterling,1,F
Senior Consultant  Manc,465,371,3293,30-Jan-2006,PERMANENT,GD ,1,"External_ID: 465
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",30000,35000,Sterling,1,F
Executive Broker Consultant,468,25,136,31-Jan-2006,PERMANENT,GD ,1,"External_ID: 468
Job Status: STOP
Status_Date: 2006-02-20
Benefits: ",30000,35000,Sterling,1,F
Broker Consultant Nott/Leic,469,50,183,31-Jan-2006,PERMANENT,GD ,1,"External_ID: 469
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",26000,32000,Sterling,1,F
IFA,470,375,-999375,6-Feb-2006,PERMANENT,JW ,1,"External_ID: 470
Job Status: FILLED
Status_Date: 2007-02-19
Benefits: ",0,0,Sterling,1,F
Paraplanner,472,412,2934,9-Feb-2006,PERMANENT,JW ,1,"External_ID: 472
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
IFA,473,369,3274,10-Feb-2006,PERMANENT,JW ,1,"External_ID: 473
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Trainee IFA,480,438,3347,20-Feb-2006,PERMANENT,JW ,1,"External_ID: 480
Job Status: STOP
Status_Date: 2006-10-05
Benefits: ",0,0,Sterling,1,F
Senior Broker Consultant,481,27,-99927,20-Feb-2006,PERMANENT,GD ,1,"External_ID: 481
Job Status: STOP
Status_Date: 2006-02-21
Benefits: ",38000,40000,Sterling,1,F
Broker Consultant - NN,485,49,5259,24-Feb-2006,PERMANENT,GD ,1,"External_ID: 485
Job Status: FILLED
Status_Date: 2007-10-03
Benefits: ",28000,35000,Sterling,1,F
Business Development Consultant,487,391,3393,28-Feb-2006,PERMANENT,GD ,1,"External_ID: 487
Job Status: FILLED
Status_Date: 2006-09-27
Benefits: ",25000,32000,Sterling,1,F
