company-externalId,company-name,company-locationName,company-locationAddress,company-locationCity,company-locationState,company-locationCountry,company-locationZipCode,company-phone,company-fax,company-website,company-document,company-note
1425,Sule Mogok Gems Trading,68 Kabaraye Pagoda Road,68 Kabaraye Pagoda Road,Yangon,,MM,,(+95) 9421137518,,http://www.sulemogok.com/,,"BH Company ID:1425
Address 2: Mayangone Township
Date Added: 06-14-2015
Status: Active
Company Overview: S
ule Mogok Gems Trading has been one of the jewel market leaders in Myanmar for over half a century. Using the purest and finest natural gems, which has been passed down for three generations creating. Founded in 1957, the masterpieces of Sule Mogok have defined class and celebrated the Myanmar's most finest and one-of-a-kind jewelry. Providing an unforgettable memory has been Sule Mogok's top priority. Our skilled professionals are standing by to assist you find the perfect gift, placing orders or simply learning about Sule Mogok designs. Sule Mogok creates designs combines traditional essence with modern designs, an evolution. This collection traces the outlines of a style that is both modern and daring. Explore a rich heritage filled with legendary Myanmar jewels with us.

U Ohn Khine is the founder of Sule Mogok Gems. He was a big jewelry exporter back in the days and used to own ruby mines in Mogok, the city that is famous for its rubies locally and internationally. As he export gems to international market, his house in Mogok hosts many international buyers whom stayed at the house while dealing business. In 1969, when Myanmar went through a Nationalization process across the country, all the mines were confiscated as part of the nation-wide campaign. That's when he decided to move to Yangon and opened the shop in Sule pagoda road, currently East Hotel. He then changed the name from ""Mogok Gems Trading"" to ""Sule Mogok Gems Trading"". Daw Khin Than Khine, on of U Ohn Khine'ss children, was born and raised in Mogok where she started her journey into the gems and jewelry business. She also met her husband, U Khin Maung Kyi who owned the gems crafting factory in Mogok and got married in 1982 and have 3 children. The couple moved back to Yangon after their marriage and that's when U Ohn Khine handed over the business to his daughter Daw Khin Than Khine.

In 1990, as a business expansion, they opened a branch in Bogyoke Market, one of the most iconic places in Yangon which hosts gems shops, antique shops, clothing shops and many other line of businesses. There they made many customers from around the world. They have been travelling to international trade fair in all over the world, with the countries like the USA, UK, Australia, Thailand, Hong Kong, India, Indonesia, Malaysia, China, Singapore, Bhutan, Japan, South Africa, Sri Lanka and counting. Their intention is to introduce and provide foreigners exceptional Myanmar jewelry at reasonable prices.
In 2012, ""The Sule Mogok Pty"" Ltd was established in Sydney, Australia. It was set-up by their daughter, Sue Yie Mon Zin, who was living in Australia at that time. Currently, she is now running their new branch at Myanmar Gems Trade Centre.
"
1426,Wired Media,Wired Media-Myanmar,Wired Media-Myanmar,Yangon,,MM,,,,https://www.wiredmedia.co.uk/,,"BH Company ID:1426
Date Added: 06-14-2015
Status: Active
No. of Employees: Retained
Ownership: Public
"
1427,OCBC Bank,OCBC Bank-Singapore,OCBC Bank-Singapore,,,SG,,(+65) 65381111,,http://www.ocbc.com/group/group-home.html,,"BH Company ID:1427
Date Added: 06-14-2015
Status: Qualified Lead
No. of Employees: Retained
Ownership: Public
"
1428,Premium Distribution Company Limited,Premium Distribution Company Limited-Myanmar,Premium Distribution Company Limited-Myanmar,Yangon,,MM,,(+95) 1249122,,http://www.premiumgroup.com.mm/,,"BH Company ID:1428
Date Added: 06-14-2015
Company Description:Started in 2003 as a wholesale business, Premium Food Service has now grown to be one of the leading food service providers in Myanmar. In 2010, Premium Food Service opened our first showroom at Aung San Stadium, the heart of major hotels.   

We are committed to provide you with quality service with our passionate service staff. To continuously innovate with you through our supportive business partners. And to always provide you with the finest selection of products.  

In partnership with the best suppliers around the world:
Status: Archive
Ownership: Private
"
1429,USAID International Myanmar,USAID International Myanmar-Myanmar,USAID International Myanmar-Myanmar,Yangon,,MM,,(+95) 1536509,,http://www.usaid.gov/,,"BH Company ID:1429
Date Added: 06-14-2015
Status: Active
"
1430,Ruby True Hotel,Ruby True Hotel-Myanmar,Ruby True Hotel-Myanmar,,,MM,,(+61) 65065 ,,http://www.rubytrue.com/contactus.html,,"BH Company ID:1430
Date Added: 06-14-2015
Company Description:In the early 11rd Century, much earlier than the Norman Conquest of England in 1066, King Anawrahta unified the country and founded the First Myanmar Empire.It was in essence the Bagan Empire which covered areas of the present-day Myanmar and the entire Menam valley in Thailand and lasted two Centuries.
As one of the richest archaeoligical sites in Asia, it is a sprawling cultural treasure trove, majestic and awe-inspiring. Legend puts the number of edifices at around four million, but that would be too much of an exaggeration. Four thousand would be a moderate estimate, or 2,000 more realistic, the number that is being restored in their original style and grandeur.
To much the ancient cultural wealth, devotees have lavished funds to prevent the ruins from vanishing, and be it sunrise, or sunset over the Ayeyawady, Bagan offers the ultimate. A modern touch is added by the numerous inns and hotels, and ' Ruby True ' is no exception, for it lends individuality with all modern conveniences to satiate even the most fastidious, yet with a moderate price tagged for money's worth. You'll be surprised how much we care for our guests!
Status: Active
"
1431,Myanmar Carlsberg Co,Myanmar Carlsberg Co-Myanmar,Myanmar Carlsberg Co-Myanmar,Yangon,,MM,,(+95) 9421111999,,http://www.carlsberggroup.com/investor/news/Pages/PR02_2013_Myanmar.aspx,,"BH Company ID:1431
Date Added: 06-14-2015
Status: Archive
"
1432,Image Diplomacy,Image Diplomacy-United Kingdom,Image Diplomacy-United Kingdom,,,GB,,,,http://www.imagediplomacy.com/,,"BH Company ID:1432
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1433,Deloitte Consulting  1,Deloitte Consulting -Singapore,Deloitte Consulting -Singapore,,,SG,,(+65) 62248288,,http://www2.deloitte.com/sg/en/footerlinks/office-locator/singapore/deloitte-consulting-pte-ltd.html,,"BH Company ID:1433
Date Added: 06-14-2015
Status: Active
"
1434,S.I. Group of companies,S.I. Group of companies-Myanmar,S.I. Group of companies-Myanmar,Yangon,,MM,,(+95) 1379992,,,,"BH Company ID:1434
Date Added: 06-14-2015
Status: Archive
"
1435,Parami Energy,15-07 Sakura Tower Sule Pagoda Road Yang,15-07 Sakura Tower Sule Pagoda Road Yang,,,MM,,	 (+95) 1255104 ,,,,"BH Company ID:1435
Date Added: 06-14-2015
Company Description:Parami started its business in 2004 with the aim of providing high quality services to our corporate and government clients in Myanmar. We differentiate ourselves from competitors through our corporate values, innovative business model, and straight forward business approach. Parami has organically grown from being an engineering service provider to the Parami Energy Group of Companies (“Parami Energy”) with core businesses in Oil and Gas, Power, Construction, Banking and Insurance sectors. In 2010, Parami Energy generated income of more than USD 15 million. The income exceeded more than USD 20 million in 2011. We started with 12 people in 2009 but has since increased to over 200 people in 2012. We walk the extra mile to be green and responsible corporate citizen of Myanmar. Parami Energy is committed to plant 500,000 trees and to support one third of monastery education in needy areas by 2015. In addition, we provide access to clean water and power to villages and hospitals in remote areas.
Status: Archive
"
1436,Colgate Palmolive Myanmar,Colgate Palmolive Myanmar-Myanmar,Colgate Palmolive Myanmar-Myanmar,Yangon,,MM,,(+95) 1373123,,,,"BH Company ID:1436
Date Added: 06-14-2015
Status: Active
"
1437,Cask 81,81 Kabaraye Pagoda Rd. Bahan Township,81 Kabaraye Pagoda Rd. Bahan Township,Yangon,,MM,,(+95) 9254083981,,09 254 083 981,,"BH Company ID:1437
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1438,Lux Development,Lux Development-Myanmar,Lux Development-Myanmar,Yangon,,MM,,,,https://luxdev.lu/en/activities/country/MYA,,"BH Company ID:1438
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1439,Pricewaterhouse Coopers Myanmar Company Limited,"9A, 9Floor, Centrepoint Towers,  No.65","9A, 9Floor, Centrepoint Towers,  No.65",Yangon,,MM,,(+95) 1378661 ,,http://www.pwc.com/mm/en/about-us/index.jhtml,,"BH Company ID:1439
Address 2: Corner of Sule Pagoda Road and Merc
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: PwC Myanmar
PwC Myanmar helps organisations and individuals create the value they’re looking for. Our firm comprises of highly qualified local professionals with years of international experience, supported by domain experts from PwC Singapore; a combination that brings you in-depth, on-the-ground knowledge base while tapping on PwC’s global reach and expertise. We are committed to helping organisations adapt their commercial interests successfully, transform and develop their operations, solve their business issues, and identify as well as maximise the opportunities they seek.

With the opening of our firm in Yangon on 6 November 2012, PwC Myanmar is a member firm of the PwC Network - comprising of a network of firms (with each being a separate legal entity) in 157 countries with more than 195,000 people, who are dedicated to working together, providing quality services to clients throughout the world.

Get in touch with the PwC team here.
"
1440,Rolls Royce Plc,Rolls Royce Plc-United States,Rolls Royce Plc-United States,,,US,,,,,,"BH Company ID:1440
Date Added: 06-14-2015
Status: Active
"
1441,Ladbrokes,Ladbrokes-Israel,Ladbrokes-Israel,,,IL,,,,http://www.ladbrokesplc.com,,"BH Company ID:1441
Date Added: 06-14-2015
Date Founded: 1888
Status: Active
Ownership: Private
"
1442,Blue Water Chartering & Brokerage Ltd,Blue Water Chartering & Brokerage Ltd-Hong Kong SAR,Blue Water Chartering & Brokerage Ltd-Hong Kong SAR,,,,,(+852) 98009938,,http://www.bluewateryachting.com/,,"BH Company ID:1442
Date Added: 06-14-2015
Status: Qualified Lead
No. of Employees: Retained
Ownership: Public
"
1443,Today Ogilvy & Mather Myanmar,Today Ogilvy & Mather Myanmar-Myanmar,Today Ogilvy & Mather Myanmar-Myanmar,Yangon,,MM,,(+95) 1513643,,,,"BH Company ID:1443
Date Added: 06-14-2015
Company Description:TODAY Ogilvy & Mather is part of one of the world’s leading communications agencies with a client portfolio comprising a range of international, regional and local clients. Based in Yangon, Myanmar, the company provides a range of marketing communications services including advertising, media buying, public relations, social media management and events management.

We're located in Kamayut Township, on Aungmyay Tharsi Street, just north of the intersection of Insein Road & University.

TODAY Ogilvy & Mather
No. 21 Aungmyay Tharsi Street, Sinyaytwin Insein Road
Kamayut Township 
Yangon, 11041 Myanmar
Status: Active
Ownership: Public
"
1444,"Simpson, Spence & Young Hong Kong Ltd","Simpson, Spence & Young Hong Kong Ltd-Hong Kong SAR","Simpson, Spence & Young Hong Kong Ltd-Hong Kong SAR",,,,,(+852) 25211141,,,,"BH Company ID:1444
Date Added: 06-14-2015
Status: Active
"
1445,Fenwick Shipping Service Ltd,Fenwick Shipping Service Ltd-Hong Kong SAR,Fenwick Shipping Service Ltd-Hong Kong SAR,,,,,(+852) 25081282,,http://www.fenwick.hk/,,"BH Company ID:1445
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: Fenwick Shipping Services Ltd. is a bulk cargo shipping company operating out of Hong Kong with a fleet of six modern grab-fitted small handysize dry bulk carriers concentrating on the Asia and Oceania region.

First established in 1973 as Wheelock Marine Chartering, the company’s name was changed to Fenwick Shipping Services Ltd. in 1985. The Company has representatives offices in Sydney, Australia and Pune, India. To get in touch with our representatives, please visit our contact page.

Over the last five years, Fenwick Shipping has transported an aggregate tonnage of over 4 million tons of various dry bulk commodities including but not limited to:

Copper, lead and zinc concentrates
Wheat and other grains
Steel
Limestone
Cement and cement clinker
Gypsum
Fertilizers
Coke and petcoke
Coal
Salt
Sugar
Logs
Mineral sands
Alumina
"
1446,Hogan Lovells,Hogan Lovells-United Kingdom,Hogan Lovells-United Kingdom,,,GB,,,,https://www.hoganlovells.com/,,"BH Company ID:1446
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1447,Rush Hour Media,Rush Hour Media-Hong Kong SAR,Rush Hour Media-Hong Kong SAR,,,,,(+852) 35719881,,http://rushhourmedia.hk/,,"BH Company ID:1447
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1448,Kelvin Chia Partnership,"Level 8A, Union Financial Centre (UFC) ","Level 8A, Union Financial Centre (UFC) ",Yangon,,MM,,(+951) 8610348,,http://www.kcpartnership.com/office.php?oid=40,,"BH Company ID:1448
Address 2: Corner of Mahabandoola Road and Thein Ph
Date Added: 06-14-2015
Status: Archive
Ownership: Government
LinkedIn: (+95) 1861034
"
1449,Wonsild Hong Kong Ltd,Wonsild Hong Kong Ltd-Hong Kong SAR,Wonsild Hong Kong Ltd-Hong Kong SAR,,,,,(+852) 25489899,,http://www.wonsild.dk/index.php/visit-us-in-hongkong,,"BH Company ID:1449
Date Added: 06-14-2015
Status: Qualified Lead
"
1450,Simpson Marine Limited,Simpson Marine Limited-Hong Kong SAR,Simpson Marine Limited-Hong Kong SAR,,,,,(+852) 25558377,,,,"BH Company ID:1450
Date Added: 06-14-2015
Company Description:Welcome to Simpson Marine, Asia’s leading boat dealers and yacht brokers across the Far East since 1984. We specialise in a range of services, including: new sales, brokerage, servicing and maintenance, new construction and international charter.
Simpson Marine is well established in Southeast Asia with offices in Hong Kong, Singapore, West Malaysia, Thailand, Taiwan and China. We also have a specialist office in Phuket for super yacht sales and charter.
Status: Active
"
